Modelo,R2_Score,MAE,RMSE,Equipos_Analizados,Prob_Victoria_Promedio,Equipos_Alta_Confianza,Equipos_Riesgo,Fecha_Analisis
Linear Regression,1.0,2.3092638912203256e-14,2.6822400070865448e-14,36,38.88888888888889,9,19,2025-11-07 10:00:35
